0.00,-1,-1
0.03,-1,-1
0.07,-1,-1
0.10,-1,-1
0.13,-1,-1
0.17,-1,-1
0.20,-1,-1
0.23,-1,-1
0.27,-1,-1
0.30,-1,-1
0.33,-1,-1
0.37,-1,-1
0.40,-1,-1
0.43,-1,-1
0.47,-1,-1
0.50,-1,-1
0.53,-1,-1
0.57,-1,-1
0.60,-1,-1
0.63,-1,-1
0.67,-1,-1
0.70,-1,-1
0.73,-1,-1
0.77,-1,-1
0.80,-1,-1
0.83,-1,-1
0.87,183,538
0.90,194,538
0.93,178,538
0.97,-1,-1
1.00,-1,-1
1.03,-1,-1
1.07,-1,-1
1.10,-1,-1
1.13,-1,-1
1.17,-1,-1
1.20,-1,-1
1.23,-1,-1
1.27,-1,-1
1.30,-1,-1
1.33,-1,-1
1.37,-1,-1
1.40,206,538
1.43,191,538
1.47,192,538
1.50,-1,-1
1.53,-1,-1
1.57,-1,-1
1.60,214,538
1.63,220,538
1.67,-1,-1
1.70,-1,-1
1.73,-1,-1
1.77,-1,-1
1.80,-1,-1
1.83,-1,-1
1.87,-1,-1
1.90,-1,-1
1.93,-1,-1
1.97,-1,-1
2.00,-1,-1
2.03,-1,-1
2.07,-1,-1
2.10,-1,-1
2.13,-1,-1
2.17,-1,-1
2.20,226,538
2.23,-1,-1
2.27,-1,-1
2.30,-1,-1
2.33,-1,-1
2.37,-1,-1
2.40,-1,-1
2.43,-1,-1
2.47,-1,-1
2.50,-1,-1
2.53,-1,-1
2.57,-1,-1
2.60,-1,-1
2.63,-1,-1
2.67,-1,-1
2.70,-1,-1
2.73,-1,-1
2.77,-1,-1
2.80,-1,-1
2.83,-1,-1
2.87,-1,-1
2.90,-1,-1
2.93,-1,-1
2.97,-1,-1
3.00,227,539
3.03,-1,-1
3.07,-1,-1
3.10,-1,-1
3.13,-1,-1
3.17,-1,-1
3.20,-1,-1
3.23,-1,-1
3.27,-1,-1
3.30,-1,-1
3.33,-1,-1
3.37,-1,-1
3.40,-1,-1
3.43,-1,-1
3.47,-1,-1
3.50,-1,-1
3.53,-1,-1
3.57,-1,-1
3.60,-1,-1
3.63,-1,-1
3.67,-1,-1
3.70,-1,-1
3.73,-1,-1
3.77,-1,-1
3.80,-1,-1
3.83,-1,-1
3.87,-1,-1
3.90,-1,-1
3.93,-1,-1
3.97,-1,-1
4.00,-1,-1
4.03,-1,-1
4.07,-1,-1
4.10,-1,-1
4.13,-1,-1
4.17,-1,-1
4.20,-1,-1
4.23,-1,-1
4.27,-1,-1
4.30,-1,-1
4.33,-1,-1
4.37,-1,-1
4.40,-1,-1
4.43,-1,-1
4.47,-1,-1
4.50,-1,-1
4.53,-1,-1
4.57,-1,-1
4.60,-1,-1
4.63,-1,-1
4.67,-1,-1
4.70,-1,-1
4.73,-1,-1
4.77,-1,-1
4.80,-1,-1
4.83,-1,-1
4.87,-1,-1
4.90,-1,-1
4.93,-1,-1
4.97,-1,-1
5.00,-1,-1
5.03,-1,-1
5.07,-1,-1
5.10,-1,-1
5.13,-1,-1
5.17,-1,-1
5.20,-1,-1
5.23,-1,-1
5.27,-1,-1
5.30,-1,-1
5.33,-1,-1
5.37,-1,-1
5.40,-1,-1
5.43,-1,-1
5.47,-1,-1
5.50,-1,-1
5.53,-1,-1
5.57,-1,-1
5.60,-1,-1
5.63,-1,-1
5.67,-1,-1
5.70,-1,-1
5.73,-1,-1
5.77,-1,-1
5.80,-1,-1
5.83,150,538
5.87,-1,-1
5.90,-1,-1
5.93,-1,-1
5.97,-1,-1
6.00,-1,-1
6.03,-1,-1
6.07,-1,-1
6.10,-1,-1
6.13,-1,-1
6.17,-1,-1
6.20,-1,-1
6.23,-1,-1
6.27,-1,-1
6.30,-1,-1
6.33,-1,-1
6.37,-1,-1
6.40,-1,-1
6.43,-1,-1
6.47,-1,-1
6.50,226,539
6.53,226,539
6.57,211,539
6.60,193,539
6.63,-1,-1
6.67,200,539
6.70,-1,-1
6.73,-1,-1
6.77,-1,-1
6.80,-1,-1
6.83,-1,-1
6.87,-1,-1
6.90,-1,-1
6.93,-1,-1
6.97,-1,-1
7.00,-1,-1
7.03,-1,-1
7.07,-1,-1
7.10,-1,-1
7.13,-1,-1
7.17,-1,-1
7.20,-1,-1
7.23,-1,-1
7.27,-1,-1
7.30,-1,-1
7.33,-1,-1
7.37,-1,-1
7.40,-1,-1
7.43,-1,-1
7.47,-1,-1
7.50,-1,-1
7.53,-1,-1
7.57,-1,-1
7.60,-1,-1
7.63,228,538
7.67,-1,-1
7.70,-1,-1
7.73,-1,-1
7.77,-1,-1
7.80,-1,-1
7.83,-1,-1
7.87,-1,-1
7.90,-1,-1
7.93,-1,-1
7.97,-1,-1
8.00,-1,-1
8.03,-1,-1
8.07,-1,-1
8.10,-1,-1
8.13,-1,-1
8.17,-1,-1
8.20,-1,-1
8.23,-1,-1
8.27,-1,-1
8.30,-1,-1
8.33,-1,-1
8.37,-1,-1
8.40,-1,-1
8.43,-1,-1
8.47,-1,-1
8.50,-1,-1
8.53,-1,-1
8.57,-1,-1
8.60,-1,-1
8.63,-1,-1
8.67,-1,-1
8.70,-1,-1
8.73,-1,-1
8.77,-1,-1
8.80,-1,-1
8.83,-1,-1
8.87,-1,-1
8.90,-1,-1
8.93,-1,-1
8.97,-1,-1
9.00,-1,-1
9.03,-1,-1
9.07,-1,-1
9.10,182,538
9.13,167,538
9.17,164,538
9.20,214,538
9.23,214,538
9.27,214,538
9.30,214,538
9.33,212,538
9.37,212,538
9.40,206,538
9.43,206,538
9.47,-1,-1
9.50,-1,-1
9.53,-1,-1
9.57,-1,-1
9.60,-1,-1
9.63,-1,-1
9.67,-1,-1
9.70,-1,-1
9.73,-1,-1
9.77,-1,-1
9.80,-1,-1
9.83,-1,-1
9.87,-1,-1
9.90,-1,-1
9.93,-1,-1
9.97,-1,-1
10.00,-1,-1
10.03,-1,-1
10.07,-1,-1
10.10,-1,-1
10.13,-1,-1
10.17,-1,-1
10.20,-1,-1
10.23,-1,-1
10.27,-1,-1
10.30,-1,-1
10.33,-1,-1
10.37,-1,-1
10.40,-1,-1
10.43,-1,-1
10.47,-1,-1
10.50,-1,-1
10.53,-1,-1
10.57,-1,-1
10.60,-1,-1
10.63,-1,-1
10.67,-1,-1
10.70,-1,-1
10.73,-1,-1
10.77,-1,-1
10.80,-1,-1
10.83,-1,-1
10.87,-1,-1
10.90,-1,-1
10.93,-1,-1
10.97,-1,-1
11.00,-1,-1
11.03,-1,-1
11.07,-1,-1
11.10,-1,-1
11.13,-1,-1
11.17,-1,-1
11.20,-1,-1
11.23,-1,-1
11.27,-1,-1
11.30,-1,-1
11.33,-1,-1
